date,forecast,lower,upper
2025-04-06,80.58886997846561,77.79506964551776,83.48628712961938
2025-04-07,73.03117632522725,66.99349971420214,78.8894687169283
2025-04-08,78.11746061010612,69.43622335011439,86.93662824235446
2025-04-09,75.08752686963615,63.16241333156717,86.80411165303826
2025-04-10,79.72848472239981,65.00957085138297,94.4059447463492
2025-04-11,79.40527793371331,61.8925637297486,96.98015510881646
2025-04-12,79.95161686786956,59.1950263858276,100.42391119412648
