date,metric_type,Provider Name,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
11/29/2024,mean,Citynet,95142,94651,95.14,94.65,8,2930,843,1434
11/29/2024,mean,EngiNet,56756,56524,56.76,56.52,11,645,191,363
11/29/2024,mean,Aztelekom,156776,144550,156.78,144.55,9,2858,794,1587
11/29/2024,mean,Azeronline,134276,136768,134.28,136.77,22,1729,409,835
11/29/2024,mean,Baktelekom,175316,168221,175.32,168.22,8,3574,986,1829
11/29/2024,mean,ULTEL,109815,122936,109.82,122.94,7,324,88,145
11/29/2024,mean,Delta Telecom,51427,53259,51.43,53.26,8,611,217,363
11/29/2024,mean,alfanet,58468,60996,58.47,61,3,127,31,70
11/29/2024,mean,Teleport,40883,41662,40.88,41.66,10,107,32,51
11/29/2024,mean,Azeurotel,44783,42075,44.78,42.08,27,173,46,90
11/29/2024,mean,GSP,45977,47683,45.98,47.68,9,226,76,135
11/29/2024,mean,KATV 1,64541,64648,64.54,64.65,6,2168,594,1180
11/29/2024,mean,Caspian Telecom,65378,68622,65.38,68.62,5,623,173,311
11/29/2024,mean,AzFiberNet,69357,76658,69.36,76.66,6,187,55,86
11/29/2024,mean,SparkTel,93414,108746,93.41,108.75,17,115,36,64
11/29/2024,mean,BeeOnline,63989,51187,63.99,51.19,6,118,41,74
11/29/2024,mean,iZONE,75879,63513,75.88,63.51,5,130,42,73
11/29/2024,mean,Connect CJSC,48014,50482,48.01,50.48,10,164,44,101
11/29/2024,mean,FlexNET,23210,17612,23.21,17.61,19,108,27,47
11/29/2024,mean,Selnet,40431,76239,40.43,76.24,7,384,118,208
11/29/2024,mean,Bulud Telecom,49093,53062,49.09,53.06,6,127,37,75
11/29/2024,mean,Metronet,94026,101877,94.03,101.88,5,289,74,123
11/29/2024,median,All Providers Combined,64330,64415,64.33,64.42,5,18379,5020,9266
11/29/2024,median,Citynet,82471,79405,82.47,79.41,5,2930,843,1434
11/29/2024,median,EngiNet,46520,40935,46.52,40.94,5,645,191,363
11/29/2024,median,Aztelekom,88535,86855,88.54,86.86,8,2858,794,1587
11/29/2024,median,Azeronline,75218,79422,75.22,79.42,10,1729,409,835
11/29/2024,median,Baktelekom,81347,88735,81.35,88.74,4,3574,986,1829
11/29/2024,median,ULTEL,78921,87264,78.92,87.26,3,324,88,145
11/29/2024,median,Delta Telecom,35936,38562,35.94,38.56,4,611,217,363
11/29/2024,median,alfanet,55052,57305,55.05,57.31,3,127,31,70
11/29/2024,median,Teleport,38330,39843,38.33,39.84,4,107,32,51
11/29/2024,median,Azeurotel,30528,33382,30.53,33.38,5,173,46,90
11/29/2024,median,GSP,35168,42213,35.17,42.21,5,226,76,135
11/29/2024,median,KATV 1,70009,73781,70.01,73.78,3,2168,594,1180
11/29/2024,median,Caspian Telecom,68821,75082,68.82,75.08,3,623,173,311
11/29/2024,median,AzFiberNet,46840,56323,46.84,56.32,3,187,55,86
11/29/2024,median,SparkTel,49870,61373,49.87,61.37,5,115,36,64
11/29/2024,median,BeeOnline,48159,44126,48.16,44.13,4,118,41,74
11/29/2024,median,iZONE,54781,50140,54.78,50.14,3,130,42,73
11/29/2024,median,Connect CJSC,38262,41637,38.26,41.64,4,164,44,101
11/29/2024,median,FlexNET,17908,10473,17.91,10.47,16,108,27,47
11/29/2024,median,Selnet,38380,43322,38.38,43.32,6,384,118,208
11/29/2024,median,Bulud Telecom,36819,40722,36.82,40.72,5,127,37,75
11/29/2024,median,Metronet,50603,50316,50.6,50.32,4,289,74,123
11/30/2024,mean,All Providers Combined,107368,103993,107.37,103.99,9,19640,5296,9977
11/30/2024,mean,Citynet,102273,99041,102.27,99.04,8,3268,913,1623
11/30/2024,mean,EngiNet,57068,59708,57.07,59.71,9,656,214,403
11/30/2024,mean,Aztelekom,146524,133115,146.52,133.12,10,3080,809,1692
11/30/2024,mean,Azeronline,134722,139280,134.72,139.28,23,1845,460,913
11/30/2024,mean,Baktelekom,161279,153892,161.28,153.89,9,3710,1070,1974
11/30/2024,mean,ULTEL,77829,77435,77.83,77.44,9,346,77,148
11/30/2024,mean,Delta Telecom,47639,48087,47.64,48.09,13,676,186,340
11/30/2024,mean,alfanet,50976,49301,50.98,49.3,4,230,59,124
11/30/2024,mean,Teleport,27271,29740,27.27,29.74,12,115,29,60
11/30/2024,mean,Azeurotel,85940,88957,85.94,88.96,5,151,53,83
11/30/2024,mean,GSP,60872,53536,60.87,53.54,7,272,60,126
11/30/2024,mean,KATV 1,65380,65705,65.38,65.71,5,2276,647,1291
11/30/2024,mean,Caspian Telecom,63514,65113,63.51,65.11,4,601,188,327
11/30/2024,mean,AzFiberNet,116448,105413,116.45,105.41,6,179,35,77
11/30/2024,mean,Netpoint,82544,83504,82.54,83.5,4,145,29,47
11/30/2024,mean,SparkTel,90119,65671,90.12,65.67,12,142,34,68
11/30/2024,mean,BeeOnline,65186,50061,65.19,50.06,5,135,46,81
11/30/2024,mean,iZONE,49449,50338,49.45,50.34,4,148,40,79
11/30/2024,mean,Connect CJSC,54845,61055,54.85,61.06,6,180,61,111
11/30/2024,mean,FlexNET,31018,33557,31.02,33.56,13,141,28,47
11/30/2024,mean,Selnet,36521,67747,36.52,67.75,8,487,121,217
11/30/2024,mean,ArazNET,12676,14605,12.68,14.61,11,114,25,51
11/30/2024,mean,Bulud Telecom,56319,56699,56.32,56.7,9,130,39,79
11/30/2024,mean,Metronet,60446,54887,60.45,54.89,5,181,64,108
11/30/2024,median,All Providers Combined,64259,64820,64.26,64.82,5,19640,5296,9977
11/30/2024,median,Citynet,82953,80133,82.95,80.13,4,3268,913,1623
11/30/2024,median,EngiNet,47733,45554,47.73,45.55,5,656,214,403
11/30/2024,median,Aztelekom,79052,73732,79.05,73.73,8,3080,809,1692
11/30/2024,median,Azeronline,79815,89053,79.82,89.05,11,1845,460,913
11/30/2024,median,Baktelekom,71761,74050,71.76,74.05,5,3710,1070,1974
11/30/2024,median,ULTEL,80833,79363,80.83,79.36,3,346,77,148
11/30/2024,median,Delta Telecom,37670,35500,37.67,35.5,4,676,186,340
11/30/2024,median,alfanet,49282,49843,49.28,49.84,3,230,59,124
11/30/2024,median,Teleport,24321,30365,24.32,30.37,7,115,29,60
11/30/2024,median,Azeurotel,86633,79328,86.63,79.33,3,151,53,83
11/30/2024,median,GSP,47604,46276,47.6,46.28,5,272,60,126
11/30/2024,median,KATV 1,72917,79278,72.92,79.28,3,2276,647,1291
11/30/2024,median,Caspian Telecom,70095,76193,70.1,76.19,3,601,188,327
11/30/2024,median,AzFiberNet,46669,48547,46.67,48.55,5,179,35,77
11/30/2024,median,Netpoint,64021,72968,64.02,72.97,4,145,29,47
11/30/2024,median,SparkTel,59399,55102,59.4,55.1,4,142,34,68
11/30/2024,median,BeeOnline,55442,50075,55.44,50.08,4,135,46,81
11/30/2024,median,iZONE,43683,43519,43.68,43.52,3,148,40,79
11/30/2024,median,Connect CJSC,56527,63068,56.53,63.07,4,180,61,111
11/30/2024,median,FlexNET,25958,29779,25.96,29.78,7,141,28,47
11/30/2024,median,Selnet,38462,51424,38.46,51.42,6,487,121,217
11/30/2024,median,ArazNET,12362,15323,12.36,15.32,4,114,25,51
11/30/2024,median,Bulud Telecom,49409,39413,49.41,39.41,5,130,39,79
11/30/2024,median,Metronet,52408,46791,52.41,46.79,4,181,64,108
12/1/2024,mean,All Providers Combined,109827,106838,109.83,106.84,9,19022,5354,10023
12/1/2024,mean,Citynet,100973,101070,100.97,101.07,9,3401,1005,1761
12/1/2024,mean,EngiNet,57691,57694,57.69,57.69,11,701,199,394
12/1/2024,mean,Aztelekom,149328,136158,149.33,136.16,11,2878,794,1612
12/1/2024,mean,Azeronline,161330,161624,161.33,161.62,19,1687,480,930
12/1/2024,mean,Baktelekom,168023,160136,168.02,160.14,8,3269,999,1847
12/1/2024,mean,ULTEL,74211,79575,74.21,79.58,7,283,91,154
12/1/2024,mean,Delta Telecom,52620,56968,52.62,56.97,6,597,133,271
12/1/2024,mean,alfanet,51048,53829,51.05,53.83,11,296,78,154
12/1/2024,mean,Azeurotel,52709,55145,52.71,55.15,5,167,46,84
12/1/2024,mean,GSP,49165,50931,49.17,50.93,7,311,74,152
12/1/2024,mean,KATV 1,65595,62669,65.6,62.67,5,2538,738,1408
12/1/2024,mean,Caspian Telecom,64974,67368,64.97,67.37,10,555,165,311
12/1/2024,mean,AzFiberNet,99057,91066,99.06,91.07,5,111,39,76
12/1/2024,mean,BeeOnline,67882,55206,67.88,55.21,22,163,51,119
12/1/2024,mean,iZONE,56953,47536,56.95,47.54,4,152,42,83
12/1/2024,mean,Connect CJSC,64304,66064,64.3,66.06,9,274,64,129
12/1/2024,mean,Selnet,42795,81086,42.8,81.09,8,419,112,214
12/1/2024,mean,ArazNET,15339,16719,15.34,16.72,5,133,20,49
12/1/2024,mean,Bulud Telecom,79162,82060,79.16,82.06,8,132,49,86
12/1/2024,mean,Metronet,68853,72012,68.85,72.01,4,222,55,112
12/1/2024,median,All Providers Combined,63897,66102,63.9,66.1,5,19022,5354,10023
12/1/2024,median,Citynet,83710,82859,83.71,82.86,4,3401,1005,1761
12/1/2024,median,EngiNet,45513,45643,45.51,45.64,5,701,199,394
12/1/2024,median,Aztelekom,71549,66250,71.55,66.25,8,2878,794,1612
12/1/2024,median,Azeronline,90621,94585,90.62,94.59,10,1687,480,930
12/1/2024,median,Baktelekom,71690,80079,71.69,80.08,5,3269,999,1847
12/1/2024,median,ULTEL,85038,85319,85.04,85.32,3,283,91,154
12/1/2024,median,Delta Telecom,36174,38195,36.17,38.2,4,597,133,271
12/1/2024,median,alfanet,51435,50858,51.44,50.86,3,296,78,154
12/1/2024,median,Azeurotel,46804,50587,46.8,50.59,4,167,46,84
12/1/2024,median,GSP,41555,43985,41.56,43.99,4,311,74,152
12/1/2024,median,KATV 1,65897,68681,65.9,68.68,3,2538,738,1408
12/1/2024,median,Caspian Telecom,72874,79037,72.87,79.04,3,555,165,311
12/1/2024,median,AzFiberNet,52312,55569,52.31,55.57,4,111,39,76
12/1/2024,median,BeeOnline,54111,47549,54.11,47.55,4,163,51,119
12/1/2024,median,iZONE,47367,40454,47.37,40.45,3,152,42,83
12/1/2024,median,Connect CJSC,74407,74988,74.41,74.99,3,274,64,129
12/1/2024,median,Selnet,39060,47287,39.06,47.29,6,419,112,214
12/1/2024,median,ArazNET,13688,14037,13.69,14.04,4,133,20,49
12/1/2024,median,Bulud Telecom,53777,51888,53.78,51.89,5,132,49,86
12/1/2024,median,Metronet,44646,45071,44.65,45.07,4,222,55,112
12/2/2024,mean,All Providers Combined,111952,110994,111.95,110.99,9,21757,5893,10508
12/2/2024,mean,Citynet,91059,102333,91.06,102.33,12,4779,1091,1783
12/2/2024,mean,EngiNet,54340,54957,54.34,54.96,11,664,213,398
12/2/2024,mean,Aztelekom,155565,142036,155.57,142.04,9,3557,942,1815
12/2/2024,mean,Azeronline,139270,140601,139.27,140.6,22,1692,489,881
12/2/2024,mean,Baktelekom,180148,169999,180.15,170,7,3845,1108,2002
12/2/2024,mean,ULTEL,95090,84808,95.09,84.81,14,202,76,132
12/2/2024,mean,Delta Telecom,61652,69395,61.65,69.4,12,795,237,405
12/2/2024,mean,Smart Online,43975,32806,43.98,32.81,7,110,24,63
12/2/2024,mean,alfanet,53762,54125,53.76,54.13,4,260,58,107
12/2/2024,mean,Teleport,33399,37058,33.4,37.06,9,157,49,84
12/2/2024,mean,Azeurotel,83128,80900,83.13,80.9,5,284,76,122
12/2/2024,mean,GSP,54133,58328,54.13,58.33,10,291,84,152
12/2/2024,mean,KATV 1,65106,64842,65.11,64.84,4,2378,734,1381
12/2/2024,mean,Caspian Telecom,68740,69714,68.74,69.71,4,548,165,305
12/2/2024,mean,AzFiberNet,97863,102910,97.86,102.91,9,215,63,120
12/2/2024,mean,SparkTel,71933,70321,71.93,70.32,18,149,42,76
12/2/2024,mean,BeeOnline,57721,49741,57.72,49.74,5,153,46,93
12/2/2024,mean,Connect CJSC,58878,55832,58.88,55.83,5,238,58,114
12/2/2024,mean,Selnet,40096,89147,40.1,89.15,8,429,112,192
12/2/2024,mean,Metronet,74248,79819,74.25,79.82,8,205,66,119
12/2/2024,median,All Providers Combined,65440,71958,65.44,71.96,5,21757,5893,10508
12/2/2024,median,Citynet,70019,84096,70.02,84.1,5,4779,1091,1783
12/2/2024,median,EngiNet,44918,43519,44.92,43.52,5,664,213,398
12/2/2024,median,Aztelekom,84928,87690,84.93,87.69,8,3557,942,1815
12/2/2024,median,Azeronline,78663,92244,78.66,92.24,10,1692,489,881
12/2/2024,median,Baktelekom,90031,90164,90.03,90.16,4,3845,1108,2002
12/2/2024,median,ULTEL,79745,80342,79.75,80.34,3,202,76,132
12/2/2024,median,Delta Telecom,38056,38071,38.06,38.07,4,795,237,405
12/2/2024,median,Smart Online,35111,32463,35.11,32.46,5,110,24,63
12/2/2024,median,alfanet,49926,51047,49.93,51.05,3,260,58,107
12/2/2024,median,Teleport,25573,34825,25.57,34.83,5,157,49,84
12/2/2024,median,Azeurotel,63755,61026,63.76,61.03,4,284,76,122
12/2/2024,median,GSP,34319,43316,34.32,43.32,5,291,84,152
12/2/2024,median,KATV 1,70105,75979,70.11,75.98,3,2378,734,1381
12/2/2024,median,Caspian Telecom,82973,88567,82.97,88.57,3,548,165,305
12/2/2024,median,AzFiberNet,53378,67109,53.38,67.11,3,215,63,120
12/2/2024,median,SparkTel,44369,47842,44.37,47.84,5,149,42,76
12/2/2024,median,BeeOnline,50377,48147,50.38,48.15,4,153,46,93
12/2/2024,median,Connect CJSC,51663,50866,51.66,50.87,3,238,58,114
12/2/2024,median,Selnet,39026,50204,39.03,50.2,6,429,112,192
12/2/2024,median,Metronet,44252,44913,44.25,44.91,4,205,66,119
12/3/2024,mean,All Providers Combined,116806,113717,116.81,113.72,9,17966,5049,9182
12/3/2024,mean,Citynet,111137,110091,111.14,110.09,7,2816,871,1498
12/3/2024,mean,EngiNet,57743,57477,57.74,57.48,12,640,177,349
12/3/2024,mean,Aztelekom,166791,153413,166.79,153.41,9,2800,800,1522
12/3/2024,mean,Azeronline,152329,148408,152.33,148.41,22,1518,419,777
12/3/2024,mean,Baktelekom,170404,164237,170.4,164.24,7,3193,930,1678
12/3/2024,mean,ULTEL,89950,97435,89.95,97.44,8,404,86,155
12/3/2024,mean,Delta Telecom,60093,60512,60.09,60.51,10,704,207,350
12/3/2024,mean,Smart Online,50231,43333,50.23,43.33,4,108,25,60
12/3/2024,mean,alfanet,54598,61068,54.6,61.07,3,141,33,80
12/3/2024,mean,Teleport,33548,34421,33.55,34.42,8,150,50,84
12/3/2024,mean,Azeurotel,139395,132299,139.4,132.3,3,177,62,101
12/3/2024,mean,GSP,63164,60988,63.16,60.99,9,273,76,135
12/3/2024,mean,KATV 1,68855,66027,68.86,66.03,5,2308,646,1263
12/3/2024,mean,Caspian Telecom,63673,67104,63.67,67.1,6,525,167,299
12/3/2024,mean,AzFiberNet,98172,103019,98.17,103.02,4,182,67,105
12/3/2024,mean,SparkTel,70053,71900,70.05,71.9,15,130,38,65
12/3/2024,mean,iZONE,142838,138229,142.84,138.23,3,167,43,86
12/3/2024,mean,Connect CJSC,64816,64046,64.82,64.05,7,197,47,102
12/3/2024,mean,Selnet,42860,88751,42.86,88.75,8,436,115,218
12/3/2024,mean,ArazNET,45760,54961,45.76,54.96,21,100,22,49
12/3/2024,mean,Bulud Telecom,79595,76908,79.6,76.91,9,128,40,59
12/3/2024,mean,Metronet,61344,64644,61.34,64.64,8,232,62,123
12/3/2024,median,All Providers Combined,67870,70023,67.87,70.02,5,17966,5049,9182
12/3/2024,median,Citynet,87368,84908,87.37,84.91,4,2816,871,1498
12/3/2024,median,EngiNet,45796,45776,45.8,45.78,5,640,177,349
12/3/2024,median,Aztelekom,89750,86539,89.75,86.54,8,2800,800,1522
12/3/2024,median,Azeronline,87170,92457,87.17,92.46,11,1518,419,777
12/3/2024,median,Baktelekom,76775,79033,76.78,79.03,4,3193,930,1678
12/3/2024,median,ULTEL,72698,75913,72.7,75.91,3,404,86,155
12/3/2024,median,Delta Telecom,37154,36108,37.15,36.11,4,704,207,350
12/3/2024,median,Smart Online,36130,32847,36.13,32.85,3,108,25,60
12/3/2024,median,alfanet,53726,67436,53.73,67.44,3,141,33,80
12/3/2024,median,Teleport,29339,36821,29.34,36.82,4,150,50,84
12/3/2024,median,Azeurotel,82386,74574,82.39,74.57,3,177,62,101
12/3/2024,median,GSP,42090,45411,42.09,45.41,4,273,76,135
12/3/2024,median,KATV 1,72292,78317,72.29,78.32,3,2308,646,1263
12/3/2024,median,Caspian Telecom,73792,85710,73.79,85.71,3,525,167,299
12/3/2024,median,AzFiberNet,57778,52692,57.78,52.69,3,182,67,105
12/3/2024,median,SparkTel,47382,53781,47.38,53.78,6,130,38,65
12/3/2024,median,iZONE,69507,68561,69.51,68.56,2,167,43,86
12/3/2024,median,Connect CJSC,68566,70543,68.57,70.54,3,197,47,102
12/3/2024,median,Selnet,37830,49520,37.83,49.52,5,436,115,218
12/3/2024,median,ArazNET,14597,15144,14.6,15.14,4,100,22,49
12/3/2024,median,Bulud Telecom,57251,62958,57.25,62.96,4,128,40,59
12/3/2024,median,Metronet,46647,41349,46.65,41.35,4,232,62,123
12/4/2024,mean,All Providers Combined,118971,113308,118.97,113.31,11,17345,5070,9044
12/4/2024,mean,Citynet,107852,94705,107.85,94.71,12,2833,873,1495
12/4/2024,mean,EngiNet,63522,63684,63.52,63.68,11,632,205,371
12/4/2024,mean,Aztelekom,172403,156467,172.4,156.47,10,3029,800,1510
12/4/2024,mean,Azeronline,147064,143887,147.06,143.89,24,1500,419,772
12/4/2024,mean,Baktelekom,182375,175287,182.38,175.29,8,2965,944,1711
12/4/2024,mean,ULTEL,91005,88244,91.01,88.24,15,293,81,147
12/4/2024,mean,Delta Telecom,66863,70356,66.86,70.36,17,798,226,392
12/4/2024,mean,alfanet,48716,50914,48.72,50.91,6,134,38,78
12/4/2024,mean,Teleport,32999,34272,33,34.27,13,117,48,67
12/4/2024,mean,Azeurotel,164080,113084,164.08,113.08,5,172,66,103
12/4/2024,mean,GSP,52321,59332,52.32,59.33,10,235,68,136
12/4/2024,mean,KATV 1,63526,62916,63.53,62.92,4,2038,588,1088
12/4/2024,mean,Caspian Telecom,58477,61399,58.48,61.4,17,441,158,260
12/4/2024,mean,AzFiberNet,120356,146292,120.36,146.29,10,182,69,106
12/4/2024,mean,SparkTel,63426,68466,63.43,68.47,4,134,41,70
12/4/2024,mean,iZONE,118891,114671,118.89,114.67,2,128,38,83
12/4/2024,mean,Connect CJSC,71034,65263,71.03,65.26,11,187,53,101
12/4/2024,mean,Selnet,46603,93371,46.6,93.37,7,400,102,195
12/4/2024,mean,ArazNET,19126,21217,19.13,21.22,11,122,24,48
12/4/2024,mean,Bulud Telecom,45784,46860,45.78,46.86,9,121,43,67
12/4/2024,mean,Metronet,59077,55565,59.08,55.57,5,255,74,126
12/4/2024,median,All Providers Combined,67385,68616,67.39,68.62,5,17345,5070,9044
12/4/2024,median,Citynet,84126,81471,84.13,81.47,4,2833,873,1495
12/4/2024,median,EngiNet,51333,49609,51.33,49.61,5,632,205,371
12/4/2024,median,Aztelekom,89900,82205,89.9,82.21,8,3029,800,1510
12/4/2024,median,Azeronline,86421,87355,86.42,87.36,11,1500,419,772
12/4/2024,median,Baktelekom,83877,85781,83.88,85.78,4,2965,944,1711
12/4/2024,median,ULTEL,87499,89957,87.5,89.96,3,293,81,147
12/4/2024,median,Delta Telecom,33890,36318,33.89,36.32,4,798,226,392
12/4/2024,median,alfanet,45009,51695,45.01,51.7,3,134,38,78
12/4/2024,median,Teleport,35203,35872,35.2,35.87,6,117,48,67
12/4/2024,median,Azeurotel,76674,77774,76.67,77.77,3,172,66,103
12/4/2024,median,GSP,48595,49471,48.6,49.47,6,235,68,136
12/4/2024,median,KATV 1,65917,68535,65.92,68.54,3,2038,588,1088
12/4/2024,median,Caspian Telecom,60909,67414,60.91,67.41,3,441,158,260
12/4/2024,median,AzFiberNet,55095,54877,55.1,54.88,4,182,69,106
12/4/2024,median,SparkTel,58363,64204,58.36,64.2,3,134,41,70
12/4/2024,median,iZONE,47826,44715,47.83,44.72,3,128,38,83
12/4/2024,median,Connect CJSC,58042,69733,58.04,69.73,3,187,53,101
12/4/2024,median,Selnet,39301,61607,39.3,61.61,5,400,102,195
12/4/2024,median,ArazNET,12134,12560,12.13,12.56,4,122,24,48
12/4/2024,median,Bulud Telecom,39654,43808,39.65,43.81,4,121,43,67
12/4/2024,median,Metronet,50786,43149,50.79,43.15,4,255,74,126
12/5/2024,mean,All Providers Combined,113993,110854,113.99,110.85,10,18901,5287,9439
12/5/2024,mean,Citynet,95805,91125,95.81,91.13,10,2682,885,1470
12/5/2024,mean,EngiNet,59688,60983,59.69,60.98,15,1060,270,469
12/5/2024,mean,Aztelekom,173626,153103,173.63,153.1,10,2902,813,1576
12/5/2024,mean,Azeronline,132588,143211,132.59,143.21,27,1389,422,782
12/5/2024,mean,Baktelekom,168987,165188,168.99,165.19,7,3583,1027,1851
12/5/2024,mean,ULTEL,111999,103405,112,103.41,11,240,89,142
12/5/2024,mean,Delta Telecom,63385,70185,63.39,70.19,11,771,243,395
12/5/2024,mean,alfanet,58075,61402,58.08,61.4,3,191,53,95
12/5/2024,mean,Teleport,33793,36048,33.79,36.05,11,141,44,64
12/5/2024,mean,Azeurotel,162933,135996,162.93,136,7,256,68,117
12/5/2024,mean,GSP,56133,55410,56.13,55.41,6,352,86,155
12/5/2024,mean,KATV 1,69663,69269,69.66,69.27,7,2338,616,1146
12/5/2024,mean,Caspian Telecom,63917,64711,63.92,64.71,6,459,155,288
12/5/2024,mean,AzFiberNet,120540,141561,120.54,141.56,7,246,64,108
12/5/2024,mean,SparkTel,61253,63730,61.25,63.73,19,109,28,55
12/5/2024,mean,BeeOnline,85798,68765,85.8,68.77,4,171,43,93
12/5/2024,mean,iZONE,80631,79478,80.63,79.48,3,186,46,100
12/5/2024,mean,Connect CJSC,56300,58786,56.3,58.79,9,190,43,93
12/5/2024,mean,Selnet,41520,82419,41.52,82.42,8,465,109,200
12/5/2024,mean,ArazNET,18408,19695,18.41,19.7,8,151,25,67
12/5/2024,mean,Bulud Telecom,60614,58772,60.61,58.77,9,184,45,82
12/5/2024,mean,Metronet,60023,56961,60.02,56.96,9,222,76,121
12/5/2024,median,All Providers Combined,68784,68449,68.78,68.45,5,18901,5287,9439
12/5/2024,median,Citynet,82826,79593,82.83,79.59,5,2682,885,1470
12/5/2024,median,EngiNet,53500,54020,53.5,54.02,5,1060,270,469
12/5/2024,median,Aztelekom,91613,86434,91.61,86.43,8,2902,813,1576
12/5/2024,median,Azeronline,73679,91608,73.68,91.61,11,1389,422,782
12/5/2024,median,Baktelekom,77698,76484,77.7,76.48,4,3583,1027,1851
12/5/2024,median,ULTEL,78070,80116,78.07,80.12,3,240,89,142
12/5/2024,median,Delta Telecom,37422,38675,37.42,38.68,4,771,243,395
12/5/2024,median,alfanet,56017,56292,56.02,56.29,3,191,53,95
12/5/2024,median,Teleport,32254,37787,32.25,37.79,6,141,44,64
12/5/2024,median,Azeurotel,86024,85739,86.02,85.74,3,256,68,117
12/5/2024,median,GSP,46510,47925,46.51,47.93,4,352,86,155
12/5/2024,median,KATV 1,77181,81584,77.18,81.58,3,2338,616,1146
12/5/2024,median,Caspian Telecom,79879,81810,79.88,81.81,3,459,155,288
12/5/2024,median,AzFiberNet,53432,59083,53.43,59.08,3,246,64,108
12/5/2024,median,SparkTel,59860,52830,59.86,52.83,6,109,28,55
12/5/2024,median,BeeOnline,50553,51040,50.55,51.04,4,171,43,93
12/5/2024,median,iZONE,53043,48664,53.04,48.66,2,186,46,100
12/5/2024,median,Connect CJSC,48460,55595,48.46,55.6,3,190,43,93
12/5/2024,median,Selnet,39360,51135,39.36,51.14,5,465,109,200
12/5/2024,median,ArazNET,14635,15527,14.64,15.53,3,151,25,67
12/5/2024,median,Bulud Telecom,42513,46330,42.51,46.33,4,184,45,82
12/5/2024,median,Metronet,42941,37000,42.94,37,4,222,76,121
12/6/2024,mean,All Providers Combined,123657,117546,123.66,117.55,10,20550,5967,10170
12/6/2024,mean,Citynet,109509,95446,109.51,95.45,9,3147,996,1569
12/6/2024,mean,EngiNet,71512,71465,71.51,71.47,9,1053,292,476
12/6/2024,mean,Aztelekom,170335,153330,170.34,153.33,11,3047,842,1559
12/6/2024,mean,Azeronline,164866,162122,164.87,162.12,25,1499,449,811
12/6/2024,mean,Baktelekom,188339,178536,188.34,178.54,8,3821,1074,1948
12/6/2024,mean,ULTEL,109909,92602,109.91,92.6,7,252,95,152
12/6/2024,mean,Delta Telecom,78650,88086,78.65,88.09,8,900,329,487
12/6/2024,mean,alfanet,57233,58987,57.23,58.99,4,208,63,106
12/6/2024,mean,Teleport,31030,34141,31.03,34.14,11,153,42,72
12/6/2024,mean,Azeurotel,206658,196968,206.66,196.97,4,270,80,133
12/6/2024,mean,GSP,55584,61348,55.58,61.35,9,321,89,162
12/6/2024,mean,KATV 1,66218,66060,66.22,66.06,7,2385,711,1272
12/6/2024,mean,Caspian Telecom,66513,69247,66.51,69.25,4,540,193,317
12/6/2024,mean,AzFiberNet,183474,176971,183.47,176.97,4,416,106,151
12/6/2024,mean,SparkTel,65249,71491,65.25,71.49,21,143,48,84
12/6/2024,mean,Rahat Telecom,60506,70055,60.51,70.06,6,100,33,51
12/6/2024,mean,BeeOnline,104873,68731,104.87,68.73,4,205,54,93
12/6/2024,mean,iZONE,207075,187556,207.08,187.56,4,179,59,101
12/6/2024,mean,Connect CJSC,68676,67901,68.68,67.9,8,182,46,88
12/6/2024,mean,Selnet,48419,92942,48.42,92.94,7,509,139,240
12/6/2024,mean,ArazNET,21725,24383,21.73,24.38,17,138,28,61
12/6/2024,mean,Bulud Telecom,80730,84454,80.73,84.45,27,155,39,79
12/6/2024,mean,Metronet,71231,67924,71.23,67.92,4,307,94,159
12/6/2024,median,All Providers Combined,72458,74089,72.46,74.09,5,20550,5967,10170
12/6/2024,median,Citynet,84949,78291,84.95,78.29,5,3147,996,1569
12/6/2024,median,EngiNet,59170,57289,59.17,57.29,4,1053,292,476
12/6/2024,median,Aztelekom,88031,83807,88.03,83.81,8,3047,842,1559
12/6/2024,median,Azeronline,90599,94726,90.6,94.73,10,1499,449,811
12/6/2024,median,Baktelekom,90929,90218,90.93,90.22,4,3821,1074,1948
12/6/2024,median,ULTEL,87889,88376,87.89,88.38,3,252,95,152
12/6/2024,median,Delta Telecom,42828,45089,42.83,45.09,3,900,329,487
12/6/2024,median,alfanet,53738,53222,53.74,53.22,3,208,63,106
12/6/2024,median,Teleport,30755,31196,30.76,31.2,5,153,42,72
12/6/2024,median,Azeurotel,87020,89573,87.02,89.57,3,270,80,133
12/6/2024,median,GSP,48552,50694,48.55,50.69,5,321,89,162
12/6/2024,median,KATV 1,72942,79963,72.94,79.96,2,2385,711,1272
12/6/2024,median,Caspian Telecom,77775,86131,77.78,86.13,3,540,193,317
12/6/2024,median,AzFiberNet,88097,87669,88.1,87.67,3,416,106,151
12/6/2024,median,SparkTel,41285,41313,41.29,41.31,6,143,48,84
12/6/2024,median,Rahat Telecom,61480,82256,61.48,82.26,3,100,33,51
12/6/2024,median,BeeOnline,76576,55287,76.58,55.29,4,205,54,93
12/6/2024,median,iZONE,80741,81236,80.74,81.24,2,179,59,101
12/6/2024,median,Connect CJSC,70599,82383,70.6,82.38,4,182,46,88
12/6/2024,median,Selnet,40717,63253,40.72,63.25,5,509,139,240
12/6/2024,median,ArazNET,14597,14678,14.6,14.68,4,138,28,61
12/6/2024,median,Bulud Telecom,55937,54767,55.94,54.77,4,155,39,79
