date,metric_type,Provider Name,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
1/25/2025,median,Nest Fiber,34123,24325,34.12,24.33,5,105,31,52
1/26/2025,mean,All Providers Combined,117942,109568,117.94,109.57,11,17834,4725,9089
1/26/2025,mean,Citynet,161061,145659,161.06,145.66,10,3401,846,1555
1/26/2025,mean,EngiNet,57025,59052,57.03,59.05,11,649,185,357
1/26/2025,mean,Aztelekom,160356,145818,160.36,145.82,11,2440,671,1354
1/26/2025,mean,Azeronline,149284,122370,149.28,122.37,12,1444,427,843
1/26/2025,mean,Baktelekom,149738,142467,149.74,142.47,7,2882,853,1619
1/26/2025,mean,ULTEL,71480,70573,71.48,70.57,7,216,74,125
1/26/2025,mean,Delta Telecom,41509,32310,41.51,32.31,51,841,177,339
1/26/2025,mean,Smart Online,55827,62024,55.83,62.02,29,109,28,62
1/26/2025,mean,alfanet,48550,51947,48.55,51.95,7,164,45,86
1/26/2025,mean,GSP,39451,44375,39.45,44.38,28,220,53,115
1/26/2025,mean,KATV 1,62123,64746,62.12,64.75,6,2423,624,1279
1/26/2025,mean,Caspian Telecom,67608,70347,67.61,70.35,5,572,166,305
1/26/2025,mean,AzFiberNet,156620,173850,156.62,173.85,5,128,33,92
1/26/2025,mean,Rahat Telecom,61336,61742,61.34,61.74,5,119,26,49
1/26/2025,mean,BeeOnline,72863,59323,72.86,59.32,4,143,39,79
1/26/2025,mean,iZONE,73866,54037,73.87,54.04,3,168,39,79
1/26/2025,mean,Selnet,79496,91733,79.5,91.73,7,643,142,310
1/26/2025,mean,ArazNET,20399,17315,20.4,17.32,58,159,27,81
1/26/2025,mean,Bulud Telecom,67116,61222,67.12,61.22,6,135,43,88
1/26/2025,mean,Metronet,67010,67496,67.01,67.5,7,269,81,151
1/26/2025,median,All Providers Combined,70853,68506,70.85,68.51,5,17834,4725,9089
1/26/2025,median,Citynet,91322,93597,91.32,93.6,4,3401,846,1555
1/26/2025,median,EngiNet,45737,45561,45.74,45.56,4,649,185,357
1/26/2025,median,Aztelekom,86445,84468,86.45,84.47,8,2440,671,1354
1/26/2025,median,Azeronline,94489,92820,94.49,92.82,8,1444,427,843
1/26/2025,median,Baktelekom,75783,76588,75.78,76.59,5,2882,853,1619
1/26/2025,median,ULTEL,69454,74982,69.45,74.98,3,216,74,125
1/26/2025,median,Delta Telecom,28523,19997,28.52,20,6,841,177,339
1/26/2025,median,Smart Online,38530,33979,38.53,33.98,3,109,28,62
1/26/2025,median,alfanet,52925,53249,52.93,53.25,3,164,45,86
1/26/2025,median,GSP,39349,41957,39.35,41.96,6,220,53,115
1/26/2025,median,KATV 1,71342,78632,71.34,78.63,3,2423,624,1279
1/26/2025,median,Caspian Telecom,82011,88521,82.01,88.52,3,572,166,305
1/26/2025,median,AzFiberNet,40881,53248,40.88,53.25,4,128,33,92
1/26/2025,median,Rahat Telecom,71680,66103,71.68,66.1,4,119,26,49
1/26/2025,median,BeeOnline,73194,51065,73.19,51.07,4,143,39,79
1/26/2025,median,iZONE,70239,44106,70.24,44.11,3,168,39,79
1/26/2025,median,Selnet,50324,54236,50.32,54.24,6,643,142,310
1/26/2025,median,ArazNET,13878,15270,13.88,15.27,57,159,27,81
1/26/2025,median,Bulud Telecom,43527,44034,43.53,44.03,4,135,43,88
1/26/2025,median,Metronet,50192,48931,50.19,48.93,4,269,81,151
1/27/2025,median,All Providers Combined,65064,65946,65.06,65.95,5,18213,5019,9174
1/27/2025,median,Citynet,90416,93272,90.42,93.27,4,2846,781,1446
1/27/2025,median,EngiNet,47520,46574,47.52,46.57,5,610,190,377
1/27/2025,median,Aztelekom,79233,80022,79.23,80.02,8,2544,712,1368
1/27/2025,median,Azeronline,94155,79169,94.16,79.17,9,1367,400,733
1/27/2025,median,Baktelekom,79203,81290,79.2,81.29,5,3342,971,1779
1/27/2025,median,ULTEL,82871,80287,82.87,80.29,3,266,74,127
1/27/2025,median,Delta Telecom,31151,33946,31.15,33.95,5,1051,281,460
1/27/2025,median,Smart Online,41028,30304,41.03,30.3,4,219,37,78
1/27/2025,median,alfanet,53445,60969,53.45,60.97,3,115,39,71
1/27/2025,median,Teleport,33850,30810,33.85,30.81,4,132,47,75
1/27/2025,median,Azeurotel,69412,71525,69.41,71.53,4,186,58,88
1/27/2025,median,GSP,46562,38521,46.56,38.52,5,321,70,139
1/27/2025,median,KATV 1,70030,75514,70.03,75.51,3,2051,577,1127
1/27/2025,median,Caspian Telecom,72238,82241,72.24,82.24,3,490,146,260
1/27/2025,median,AzFiberNet,45183,47857,45.18,47.86,4,238,77,142
1/27/2025,median,SparkTel,50996,56021,51,56.02,3,113,42,75
1/27/2025,median,BeeOnline,47042,43128,47.04,43.13,5,132,42,77
1/27/2025,median,iZONE,56212,47560,56.21,47.56,3,137,44,90
1/27/2025,median,Selnet,61536,63682,61.54,63.68,6,818,192,344
1/27/2025,median,ArazNET,10477,14511,10.48,14.51,114,179,34,78
1/27/2025,median,Bulud Telecom,48864,46214,48.86,46.21,5,179,56,91
1/27/2025,median,Metronet,50717,51194,50.72,51.19,4,310,78,145
1/27/2025,mean,All Providers Combined,118666,113475,118.67,113.48,11,18213,5019,9174
1/27/2025,mean,Citynet,157643,154687,157.64,154.69,8,2846,781,1446
1/27/2025,mean,EngiNet,62236,64195,62.24,64.2,11,610,190,377
1/27/2025,mean,Aztelekom,157001,144601,157,144.6,10,2544,712,1368
1/27/2025,mean,Azeronline,158650,129000,158.65,129,16,1367,400,733
1/27/2025,mean,Baktelekom,162607,157765,162.61,157.77,8,3342,971,1779
1/27/2025,mean,ULTEL,96395,88726,96.4,88.73,8,266,74,127
1/27/2025,mean,Delta Telecom,45346,44556,45.35,44.56,34,1051,281,460
1/27/2025,mean,Smart Online,48298,40799,48.3,40.8,6,219,37,78
1/27/2025,mean,alfanet,55436,59932,55.44,59.93,5,115,39,71
1/27/2025,mean,Teleport,35431,33613,35.43,33.61,9,132,47,75
1/27/2025,mean,Azeurotel,96778,89870,96.78,89.87,6,186,58,88
1/27/2025,mean,GSP,58564,61510,58.56,61.51,7,321,70,139
1/27/2025,mean,KATV 1,66513,66566,66.51,66.57,6,2051,577,1127
1/27/2025,mean,Caspian Telecom,63838,65894,63.84,65.89,6,490,146,260
1/27/2025,mean,AzFiberNet,72522,78226,72.52,78.23,6,238,77,142
1/27/2025,mean,SparkTel,99149,114557,99.15,114.56,9,113,42,75
1/27/2025,mean,BeeOnline,57192,52202,57.19,52.2,5,132,42,77
1/27/2025,mean,iZONE,62633,52536,62.63,52.54,4,137,44,90
1/27/2025,mean,Selnet,85903,94776,85.9,94.78,8,818,192,344
1/27/2025,mean,ArazNET,11921,13113,11.92,13.11,103,179,34,78
1/27/2025,mean,Bulud Telecom,61617,60012,61.62,60.01,6,179,56,91
1/27/2025,mean,Metronet,92728,92314,92.73,92.31,7,310,78,145
1/28/2025,median,All Providers Combined,71688,73170,71.69,73.17,5,19318,5095,9428
1/28/2025,median,Citynet,92340,93859,92.34,93.86,4,3136,917,1626
1/28/2025,median,EngiNet,64140,54274,64.14,54.27,4,629,187,369
1/28/2025,median,Aztelekom,68774,73258,68.77,73.26,8,3068,783,1558
1/28/2025,median,Azeronline,95011,93797,95.01,93.8,9,1523,422,793
1/28/2025,median,Baktelekom,84151,81551,84.15,81.55,5,3310,876,1634
1/28/2025,median,ULTEL,79328,69087,79.33,69.09,3,350,87,156
1/28/2025,median,Delta Telecom,35449,33197,35.45,33.2,3,836,236,416
1/28/2025,median,Smart Online,39718,31657,39.72,31.66,4,153,32,62
1/28/2025,median,alfanet,52911,53712,52.91,53.71,3,146,32,76
1/28/2025,median,Teleport,26187,31036,26.19,31.04,5,124,34,56
1/28/2025,median,Azeurotel,71677,79266,71.68,79.27,3,158,45,88
1/28/2025,median,GSP,45279,42449,45.28,42.45,5,330,77,160
1/28/2025,median,KATV 1,72302,79729,72.3,79.73,3,2424,606,1144
1/28/2025,median,Caspian Telecom,81842,86915,81.84,86.92,3,485,156,275
1/28/2025,median,AzFiberNet,52538,49481,52.54,49.48,3,217,83,131
1/28/2025,median,SparkTel,63540,68100,63.54,68.1,3,153,48,76
1/28/2025,median,BeeOnline,51629,47402,51.63,47.4,5,121,21,60
1/28/2025,median,iZONE,87790,65160,87.79,65.16,3,153,42,94
1/28/2025,median,Selnet,53586,57102,53.59,57.1,6,858,177,330
1/28/2025,median,ArazNET,10434,14707,10.43,14.71,114,152,34,79
1/28/2025,median,Bulud Telecom,57646,55749,57.65,55.75,4,197,52,101
1/28/2025,median,Metronet,49049,44293,49.05,44.29,4,239,72,134
1/29/2025,median,All Providers Combined,72028,71536,72.03,71.54,5,18016,4736,9016
1/29/2025,median,Citynet,92219,93651,92.22,93.65,4,3348,842,1569
1/29/2025,median,EngiNet,47900,44527,47.9,44.53,5,696,194,406
1/29/2025,median,Aztelekom,94507,89340,94.51,89.34,8,2501,673,1364
1/29/2025,median,Azeronline,91839,86588,91.84,86.59,9,1178,379,738
1/29/2025,median,Baktelekom,79236,83034,79.24,83.03,5,3253,879,1685
1/29/2025,median,ULTEL,81529,85657,81.53,85.66,3,295,68,117
1/29/2025,median,Delta Telecom,35376,30458,35.38,30.46,4,604,171,300
1/29/2025,median,Smart Online,41387,26733,41.39,26.73,4,183,35,66
1/29/2025,median,alfanet,59537,53594,59.54,53.59,4,149,43,83
1/29/2025,median,Teleport,26734,30073,26.73,30.07,6,139,37,62
1/29/2025,median,Azeurotel,38547,37981,38.55,37.98,4,204,54,87
1/29/2025,median,GSP,43648,49824,43.65,49.82,4,242,55,133
1/29/2025,median,KATV 1,69866,77762,69.87,77.76,3,2277,626,1202
1/29/2025,median,Caspian Telecom,78334,85554,78.33,85.55,3,627,150,311
1/29/2025,median,AzFiberNet,56881,71202,56.88,71.2,4,119,45,85
1/29/2025,median,SparkTel,54061,55863,54.06,55.86,3,104,31,54
1/29/2025,median,BeeOnline,69091,49888,69.09,49.89,4,188,44,85
1/29/2025,median,iZONE,69373,56450,69.37,56.45,3,216,60,98
1/29/2025,median,Selnet,64729,62990,64.73,62.99,5,667,142,327
1/29/2025,median,ArazNET,11240,12755,11.24,12.76,114,157,41,83
1/29/2025,median,Bulud Telecom,46369,50242,46.37,50.24,5,145,39,86
1/29/2025,median,Metronet,48857,47438,48.86,47.44,4,282,77,146
1/30/2025,median,All Providers Combined,71292,71650,71.29,71.65,5,19397,4965,9132
1/30/2025,median,Citynet,92885,93743,92.89,93.74,4,2921,833,1484
1/30/2025,median,EngiNet,46096,44102,46.1,44.1,5,652,201,379
1/30/2025,median,Aztelekom,86479,90181,86.48,90.18,8,3185,776,1545
1/30/2025,median,Azeronline,93077,93471,93.08,93.47,9,1771,456,860
1/30/2025,median,Baktelekom,80661,81355,80.66,81.36,5,3338,870,1611
1/30/2025,median,ULTEL,85596,81803,85.6,81.8,3,336,82,153
1/30/2025,median,Delta Telecom,31485,32369,31.49,32.37,4,830,228,371
1/30/2025,median,Smart Online,30815,30108,30.82,30.11,4,127,29,69
1/30/2025,median,alfanet,50956,47097,50.96,47.1,3,156,41,75
1/30/2025,median,Teleport,29888,30436,29.89,30.44,4,137,42,62
1/30/2025,median,Azeurotel,76887,71787,76.89,71.79,4,129,55,81
1/30/2025,median,GSP,42968,44858,42.97,44.86,5,279,77,135
1/30/2025,median,KATV 1,70151,80795,70.15,80.8,3,2319,532,1064
1/30/2025,median,Caspian Telecom,73181,79396,73.18,79.4,3,576,156,287
1/30/2025,median,AzFiberNet,52262,56895,52.26,56.9,4,310,81,141
1/30/2025,median,SparkTel,52106,54194,52.11,54.19,3,133,34,58
1/30/2025,median,BeeOnline,59605,43975,59.61,43.98,4,139,33,65
1/30/2025,median,iZONE,61219,48923,61.22,48.92,3,271,68,109
1/30/2025,median,Selnet,68266,70812,68.27,70.81,5,634,169,308
1/30/2025,median,ArazNET,12583,14364,12.58,14.36,113,111,19,53
1/30/2025,median,Bulud Telecom,53293,63894,53.29,63.89,4,176,52,83
1/30/2025,median,Metronet,49188,46228,49.19,46.23,4,281,79,140
1/28/2025,mean,All Providers Combined,121148,116407,121.15,116.41,10,19318,5095,9428
1/28/2025,mean,Citynet,166406,158848,166.41,158.85,6,3136,917,1626
1/28/2025,mean,EngiNet,68508,70702,68.51,70.7,15,629,187,369
1/28/2025,mean,Aztelekom,139334,130091,139.33,130.09,14,3068,783,1558
1/28/2025,mean,Azeronline,150342,129554,150.34,129.55,17,1523,422,793
1/28/2025,mean,Baktelekom,165818,161957,165.82,161.96,9,3310,876,1634
1/28/2025,mean,ULTEL,147497,131732,147.5,131.73,6,350,87,156
1/28/2025,mean,Delta Telecom,52450,49728,52.45,49.73,9,836,236,416
1/28/2025,mean,Smart Online,44474,36526,44.47,36.53,5,153,32,62
1/28/2025,mean,alfanet,52829,53944,52.83,53.94,8,146,32,76
1/28/2025,mean,Teleport,28497,29467,28.5,29.47,10,124,34,56
1/28/2025,mean,Azeurotel,118670,113988,118.67,113.99,3,158,45,88
1/28/2025,mean,GSP,43406,49710,43.41,49.71,10,330,77,160
1/28/2025,mean,KATV 1,64819,66543,64.82,66.54,8,2424,606,1144
1/28/2025,mean,Caspian Telecom,68182,71094,68.18,71.09,6,485,156,275
1/28/2025,mean,AzFiberNet,74591,82036,74.59,82.04,11,217,83,131
1/28/2025,mean,SparkTel,144399,164890,144.4,164.89,3,153,48,76
1/28/2025,mean,BeeOnline,76462,88408,76.46,88.41,4,121,21,60
1/28/2025,mean,iZONE,85641,67408,85.64,67.41,3,153,42,94
1/28/2025,mean,Selnet,100116,117842,100.12,117.84,7,858,177,330
1/28/2025,mean,ArazNET,13377,14406,13.38,14.41,99,152,34,79
1/28/2025,mean,Bulud Telecom,64368,62635,64.37,62.64,9,197,52,101
1/28/2025,mean,Metronet,56885,48680,56.89,48.68,9,239,72,134
1/29/2025,mean,All Providers Combined,125260,114571,125.26,114.57,10,18016,4736,9016
1/29/2025,mean,Citynet,162352,153130,162.35,153.13,9,3348,842,1569
1/29/2025,mean,EngiNet,60066,58722,60.07,58.72,17,696,194,406
1/29/2025,mean,Aztelekom,172549,153291,172.55,153.29,9,2501,673,1364
1/29/2025,mean,Azeronline,161971,116956,161.97,116.96,16,1178,379,738
1/29/2025,mean,Baktelekom,166262,154250,166.26,154.25,8,3253,879,1685
1/29/2025,mean,ULTEL,129884,115680,129.88,115.68,9,295,68,117
1/29/2025,mean,Delta Telecom,41455,37441,41.46,37.44,10,604,171,300
1/29/2025,mean,Smart Online,42899,32259,42.9,32.26,4,183,35,66
1/29/2025,mean,alfanet,57709,58415,57.71,58.42,5,149,43,83
1/29/2025,mean,Teleport,39701,44035,39.7,44.04,17,139,37,62
1/29/2025,mean,Azeurotel,132675,109324,132.68,109.32,7,204,54,87
1/29/2025,mean,GSP,46839,47946,46.84,47.95,6,242,55,133
1/29/2025,mean,KATV 1,64320,66136,64.32,66.14,8,2277,626,1202
1/29/2025,mean,Caspian Telecom,64470,66109,64.47,66.11,7,627,150,311
1/29/2025,mean,AzFiberNet,103869,115428,103.87,115.43,4,119,45,85
1/29/2025,mean,SparkTel,69111,81911,69.11,81.91,6,104,31,54
1/29/2025,mean,BeeOnline,65527,56638,65.53,56.64,8,188,44,85
1/29/2025,mean,iZONE,93372,85103,93.37,85.1,5,216,60,98
1/29/2025,mean,Selnet,109247,113481,109.25,113.48,6,667,142,327
1/29/2025,mean,ArazNET,14170,14187,14.17,14.19,98,157,41,83
1/29/2025,mean,Bulud Telecom,65626,68383,65.63,68.38,8,145,39,86
1/29/2025,mean,Metronet,67063,67119,67.06,67.12,5,282,77,146
1/30/2025,mean,All Providers Combined,123351,114750,123.35,114.75,10,19397,4965,9132
1/30/2025,mean,Citynet,164016,157488,164.02,157.49,7,2921,833,1484
1/30/2025,mean,EngiNet,60214,61985,60.21,61.99,12,652,201,379
1/30/2025,mean,Aztelekom,161722,146156,161.72,146.16,10,3185,776,1545
1/30/2025,mean,Azeronline,154756,117104,154.76,117.1,14,1771,456,860
1/30/2025,mean,Baktelekom,161167,153007,161.17,153.01,12,3338,870,1611
1/30/2025,mean,ULTEL,153881,136282,153.88,136.28,6,336,82,153
1/30/2025,mean,Delta Telecom,45108,41393,45.11,41.39,12,830,228,371
1/30/2025,mean,Smart Online,32153,32410,32.15,32.41,6,127,29,69
1/30/2025,mean,alfanet,46899,49792,46.9,49.79,10,156,41,75
1/30/2025,mean,Teleport,32603,34212,32.6,34.21,8,137,42,62
1/30/2025,mean,Azeurotel,103351,100516,103.35,100.52,5,129,55,81
1/30/2025,mean,GSP,64296,59559,64.3,59.56,15,279,77,135
1/30/2025,mean,KATV 1,66996,68358,67,68.36,7,2319,532,1064
1/30/2025,mean,Caspian Telecom,64316,65921,64.32,65.92,8,576,156,287
1/30/2025,mean,AzFiberNet,99351,103574,99.35,103.57,9,310,81,141
1/30/2025,mean,SparkTel,61003,71576,61,71.58,12,133,34,58
1/30/2025,mean,BeeOnline,70518,48730,70.52,48.73,4,139,33,65
1/30/2025,mean,iZONE,88659,66887,88.66,66.89,4,271,68,109
1/30/2025,mean,Selnet,103042,111408,103.04,111.41,7,634,169,308
1/30/2025,mean,ArazNET,17264,20428,17.26,20.43,82,111,19,53
1/30/2025,mean,Bulud Telecom,78021,95554,78.02,95.55,5,176,52,83
1/30/2025,mean,Metronet,77660,74148,77.66,74.15,8,281,79,140
1/31/2025,median,All Providers Combined,75146,73767,75.15,73.77,5,18441,4740,9028
1/31/2025,median,Citynet,91191,93512,91.19,93.51,4,2784,768,1423
1/31/2025,median,EngiNet,49951,45196,49.95,45.2,5,611,174,325
1/31/2025,median,Aztelekom,83505,79095,83.51,79.1,8,3002,676,1416
1/31/2025,median,Azeronline,103114,83331,103.11,83.33,9,1730,497,954
1/31/2025,median,Baktelekom,92805,91963,92.81,91.96,5,3421,933,1787
1/31/2025,median,ULTEL,80990,81335,80.99,81.34,3,188,67,115
1/31/2025,median,Delta Telecom,36132,35705,36.13,35.71,4,596,185,321
1/31/2025,median,alfanet,65986,58525,65.99,58.53,3,216,54,97
1/31/2025,median,Teleport,29967,31012,29.97,31.01,5,125,39,63
1/31/2025,median,Azeurotel,77339,79232,77.34,79.23,4,159,54,88
1/31/2025,median,GSP,37118,38940,37.12,38.94,4,272,64,143
1/31/2025,median,KATV 1,78383,82275,78.38,82.28,3,1940,482,974
1/31/2025,median,Caspian Telecom,77853,86629,77.85,86.63,3,594,139,275
1/31/2025,median,AzFiberNet,56648,57913,56.65,57.91,3,244,60,127
1/31/2025,median,SparkTel,55911,52256,55.91,52.26,3,106,29,52
1/31/2025,median,BeeOnline,52635,49761,52.64,49.76,4,119,37,72
1/31/2025,median,iZONE,53848,56990,53.85,56.99,3,186,52,96
1/31/2025,median,Selnet,62035,54997,62.04,55,5,748,164,328
1/31/2025,median,ArazNET,13910,14954,13.91,14.95,98,100,24,56
1/31/2025,median,Bline,5964,66944,5.96,66.94,4,195,36,49
1/31/2025,median,Bulud Telecom,38900,38465,38.9,38.47,4,178,40,71
1/31/2025,median,Metronet,52496,52700,52.5,52.7,4,335,94,170
2/1/2025,median,All Providers Combined,71321,70120,71.32,70.12,5,18728,4979,9618
2/1/2025,median,Citynet,92735,93793,92.74,93.79,4,3002,889,1586
2/1/2025,median,EngiNet,49965,48794,49.97,48.79,4,823,208,399
2/1/2025,median,Aztelekom,71759,76305,71.76,76.31,8,2590,709,1426
2/1/2025,median,Azeronline,93229,70992,93.23,70.99,9,1451,443,860
2/1/2025,median,Baktelekom,77550,77014,77.55,77.01,5,3519,895,1713
2/1/2025,median,ULTEL,86967,83872,86.97,83.87,3,172,65,123
2/1/2025,median,Delta Telecom,35394,31226,35.39,31.23,4,682,172,359
2/1/2025,median,Smart Online,30617,23483,30.62,23.48,6,126,35,64
2/1/2025,median,alfanet,53697,52839,53.7,52.84,3,238,58,115
2/1/2025,median,Teleport,27627,30723,27.63,30.72,12,109,30,61
2/1/2025,median,Azeurotel,34354,43846,34.35,43.85,5,114,43,68
2/1/2025,median,GSP,49291,48575,49.29,48.58,4,244,71,134
2/1/2025,median,KATV 1,74278,81834,74.28,81.83,3,2574,680,1459
2/1/2025,median,Caspian Telecom,79791,84408,79.79,84.41,3,594,148,301
2/1/2025,median,AzFiberNet,54055,55716,54.06,55.72,3,224,53,111
2/1/2025,median,SparkTel,51704,55178,51.7,55.18,3,154,45,73
2/1/2025,median,BeeOnline,44706,43883,44.71,43.88,4,190,40,79
2/1/2025,median,iZONE,66458,51282,66.46,51.28,3,180,49,93
2/1/2025,median,Selnet,59552,54010,59.55,54.01,6,715,167,339
2/1/2025,median,ArazNET,10878,12870,10.88,12.87,109,104,19,51
2/1/2025,median,Bulud Telecom,40783,49593,40.78,49.59,4,128,44,84
2/1/2025,median,Metronet,59410,48553,59.41,48.55,4,349,90,167
1/31/2025,mean,All Providers Combined,129821,119879,129.82,119.88,9,18441,4740,9028
1/31/2025,mean,Citynet,164207,159581,164.21,159.58,7,2784,768,1423
1/31/2025,mean,EngiNet,63612,65642,63.61,65.64,11,611,174,325
1/31/2025,mean,Aztelekom,156448,141763,156.45,141.76,10,3002,676,1416
1/31/2025,mean,Azeronline,172582,118398,172.58,118.4,15,1730,497,954
1/31/2025,mean,Baktelekom,177998,169688,178,169.69,9,3421,933,1787
1/31/2025,mean,ULTEL,107544,96477,107.54,96.48,4,188,67,115
1/31/2025,mean,Delta Telecom,59101,52991,59.1,52.99,9,596,185,321
1/31/2025,mean,alfanet,60669,60599,60.67,60.6,3,216,54,97
1/31/2025,mean,Teleport,37127,31861,37.13,31.86,9,125,39,63
1/31/2025,mean,Azeurotel,123771,115072,123.77,115.07,4,159,54,88
1/31/2025,mean,GSP,43590,47016,43.59,47.02,17,272,64,143
1/31/2025,mean,KATV 1,69294,68986,69.29,68.99,5,1940,482,974
1/31/2025,mean,Caspian Telecom,68051,70382,68.05,70.38,6,594,139,275
1/31/2025,mean,AzFiberNet,129803,148087,129.8,148.09,4,244,60,127
1/31/2025,mean,SparkTel,63620,75109,63.62,75.11,7,106,29,52
1/31/2025,mean,BeeOnline,68624,60181,68.62,60.18,4,119,37,72
1/31/2025,mean,iZONE,87035,81483,87.04,81.48,3,186,52,96
1/31/2025,mean,Selnet,96103,90276,96.1,90.28,8,748,164,328
1/31/2025,mean,ArazNET,14649,16536,14.65,16.54,83,100,24,56
1/31/2025,mean,Bline,32370,74930,32.37,74.93,4,195,36,49
1/31/2025,mean,Bulud Telecom,62897,57948,62.9,57.95,8,178,40,71
1/31/2025,mean,Metronet,95580,93063,95.58,93.06,5,335,94,170
2/1/2025,mean,All Providers Combined,124685,112599,124.69,112.6,9,18728,4979,9618
2/1/2025,mean,Citynet,161587,155400,161.59,155.4,7,3002,889,1586
2/1/2025,mean,EngiNet,60134,63091,60.13,63.09,12,823,208,399
2/1/2025,mean,Aztelekom,150984,136515,150.98,136.52,11,2590,709,1426
2/1/2025,mean,Azeronline,166999,110682,167,110.68,15,1451,443,860
2/1/2025,mean,Baktelekom,169999,153897,170,153.9,8,3519,895,1713
2/1/2025,mean,ULTEL,129425,100242,129.43,100.24,5,172,65,123
2/1/2025,mean,Delta Telecom,49104,41941,49.1,41.94,10,682,172,359
2/1/2025,mean,Smart Online,33746,28331,33.75,28.33,7,126,35,64
2/1/2025,mean,alfanet,49008,49754,49.01,49.75,12,238,58,115
2/1/2025,mean,Teleport,33056,34767,33.06,34.77,13,109,30,61
2/1/2025,mean,Azeurotel,102066,94951,102.07,94.95,11,114,43,68
2/1/2025,mean,GSP,65215,56288,65.22,56.29,8,244,71,134
2/1/2025,mean,KATV 1,66346,67489,66.35,67.49,5,2574,680,1459
2/1/2025,mean,Caspian Telecom,67212,69191,67.21,69.19,8,594,148,301
2/1/2025,mean,AzFiberNet,95471,103327,95.47,103.33,3,224,53,111
2/1/2025,mean,SparkTel,102681,122315,102.68,122.32,20,154,45,73
2/1/2025,mean,BeeOnline,62629,51663,62.63,51.66,7,190,40,79
2/1/2025,mean,iZONE,101494,69370,101.49,69.37,3,180,49,93
2/1/2025,mean,Selnet,96913,94777,96.91,94.78,6,715,167,339
2/1/2025,mean,ArazNET,15665,20720,15.67,20.72,81,104,19,51
2/1/2025,mean,Bulud Telecom,56727,60622,56.73,60.62,10,128,44,84
2/1/2025,mean,Metronet,116230,101121,116.23,101.12,9,349,90,167
2/2/2025,median,All Providers Combined,74529,71520,74.53,71.52,5,16743,4522,8773
2/2/2025,median,Citynet,92388,93516,92.39,93.52,4,2940,814,1503
2/2/2025,median,EngiNet,62014,56887,62.01,56.89,5,744,202,415
2/2/2025,median,Aztelekom,78884,76300,78.88,76.3,8,2395,677,1360
2/2/2025,median,Azeronline,105125,72659,105.13,72.66,9,1321,376,768
2/2/2025,median,Baktelekom,80554,83133,80.55,83.13,5,3079,848,1592
2/2/2025,median,ULTEL,84514,89313,84.51,89.31,3,283,56,136
2/2/2025,median,Delta Telecom,34719,30805,34.72,30.81,4,440,130,258
2/2/2025,median,Smart Online,34141,34433,34.14,34.43,4,105,23,56
2/2/2025,median,alfanet,51854,51832,51.85,51.83,3,154,44,88
2/2/2025,median,Azeurotel,63571,60879,63.57,60.88,4,117,40,68
2/2/2025,median,GSP,40976,40068,40.98,40.07,6,188,54,111
2/2/2025,median,KATV 1,76097,80887,76.1,80.89,3,2024,579,1138
2/2/2025,median,Caspian Telecom,73711,81066,73.71,81.07,3,562,164,299
2/2/2025,median,AzFiberNet,51916,54065,51.92,54.07,4,135,41,96
2/2/2025,median,BeeOnline,87031,51784,87.03,51.78,4,104,31,65
2/2/2025,median,iZONE,60671,58858,60.67,58.86,3,187,63,104
2/2/2025,median,Selnet,53778,52826,53.78,52.83,6,587,133,307
2/2/2025,median,ArazNET,9778,10506,9.78,10.51,65,192,25,74
2/2/2025,median,Bulud Telecom,43097,43131,43.1,43.13,4,105,36,68
2/2/2025,median,Metronet,64380,54989,64.38,54.99,4,320,106,181
2/3/2025,median,All Providers Combined,74845,70881,74.85,70.88,4,16707,4506,8475
2/3/2025,median,Citynet,92453,93200,92.45,93.2,4,2631,701,1303
2/3/2025,median,EngiNet,56704,53571,56.7,53.57,5,678,173,366
2/3/2025,median,Aztelekom,92779,89822,92.78,89.82,8,2471,642,1292
2/3/2025,median,Azeronline,103844,89542,103.84,89.54,9,1285,362,674
2/3/2025,median,Baktelekom,87346,81373,87.35,81.37,5,3074,860,1650
2/3/2025,median,ULTEL,53059,59710,53.06,59.71,3,136,57,98
2/3/2025,median,Delta Telecom,34339,29339,34.34,29.34,4,751,232,369
2/3/2025,median,Smart Online,33168,30784,33.17,30.78,4,106,26,56
2/3/2025,median,alfanet,49337,49241,49.34,49.24,4,139,44,78
2/3/2025,median,Teleport,35600,34023,35.6,34.02,4,102,26,44
2/3/2025,median,Azeurotel,79296,79960,79.3,79.96,4,135,48,84
2/3/2025,median,GSP,40791,38422,40.79,38.42,5,166,51,85
2/3/2025,median,KATV 1,76984,84804,76.98,84.8,3,1960,535,1050
2/3/2025,median,Caspian Telecom,79611,87044,79.61,87.04,3,541,158,275
2/3/2025,median,AzFiberNet,51833,62209,51.83,62.21,3,210,63,118
2/3/2025,median,SparkTel,49005,54953,49.01,54.95,3,125,45,71
2/3/2025,median,BeeOnline,50045,49281,50.05,49.28,4,188,46,100
2/3/2025,median,iZONE,65546,49430,65.55,49.43,3,168,48,75
2/3/2025,median,Selnet,73896,41425,73.9,41.43,5,774,167,345
2/3/2025,median,Bulud Telecom,53891,50034,53.89,50.03,3,160,54,94
2/3/2025,median,Metronet,64108,59876,64.11,59.88,4,289,72,147
2/4/2025,median,All Providers Combined,73454,69059,73.45,69.06,5,17756,4757,8846
